,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,Year
4019,hindustantimes,http://www.hindustantimes.com/Five-killed-in-landslides-in-Uttarakhand/Article1-582669.aspx,2202,08/05/2010 08:00:00 AM,,"Basantpur or Gouchar village (two conflicting sources), Chamoli district","Five members of a family,including three children, from Uttar Pradesh were buried alive when a house collapsed in landslides triggered by heavy rains in Uttarakhand's Chamoli district early on Thursday. The incident occured in Basantpur village when torrential rains caused landslides that completely buried the house, official sources said. The bodies of Sanjay Rajbar (34), his wife Manju Devi(24), daughter Poonam (8) and two sons-Deepak (7) and Bittu(4) were later recovered by a search and rescue team comprising members of ITBP and police personnel, they said.","Basantpur or Gouchar village (two conflicting sources), Chamoli district",25km,landslide,downpour,medium,unknown,5.0,,,,,glc,2202.0,India,IN,Uttarakhand,2000.0,Pīpalkoti,9.41328,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.3351,30.4068,2010
4038,Telegraph India,http://www.telegraphindia.com/1120608/jsp/siliguri/story_15584321.jsp#.UN_I7eSx_K0com,4394,06/07/2012 04:30:00 AM,,"Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)","Seven persons, three of them children, were killed when landslides struck a village in East Sikkim after a spate of rain lashed the area last night. Four members of a family were also among those wiped out in the early morning strikes.","Rolep, South Sikkim( Mapping to Rhenock 12 miles from Rolep)",25km,landslide,rain,large,unknown,7.0,,,,,glc,4394.0,India,IN,Sikkim,4026.0,Rangpo,11.124310000000001,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.6458,27.1748,2012
4050,Business Standard,http://www.business-standard.com/article/news-ians/sikkim-s-nh31-a-lifeline-closed-for-repairs-114071501335_1.html,6146,07/15/2014 12:00:00 AM,,"Kalimpong, West Bengal","With a landslide badly disrupting traffic, National Highway 31-A connecting Gangtok with Siliguri in West Bengal and considered Sikkim's ""lifeline"" will be closed for a day from Wednesday for repairs. With a major chunk of the highway caving in near Kalimpong in Darjeeling district and threatening to cut off Sikkim from the rest of the country, the administration has roped in the services of General Reserve Engineer Force (GREF). According to the district administration, the highway will be closed for 24 hours from 6 a.m. Wednesday to enable the GREF to construct a Bailey bridge on the landslide-affected area for the traffic to resume. Both the Sikkim and Darjeeling administration have warned tourists and drivers against using the highway to avert any tragedy.","Kalimpong, West Bengal",1km,landslide,rain,small,above_road,0.0,0.0,,,,glc,6146.0,India,IN,West Bengal,43000.0,Kālimpang,1.12347,08/24/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4694,27.059,2014
4062,www.ndtv.com,http://www.ndtv.com/article/cities/landslide-on-goa-karnataka-link-route-traffic-disrupted-387267,5017,07/03/2013 02:00:00 AM,,"Anmod Ghat Road, Goa-Karnataka Border","Incessant rains triggered a major landslide on the Goa-Karnataka border in the wee hours today, disrupting traffic flow on the crucial Anmod Ghat that links the two states. Officials said that mud and boulders fell on the road in the ghat section, around six kilometres away from the Goa check post. ""The incident occurred at 2 am, as heavy rains lashed the Anmod Ghat section along with Goa last night. The road, which serves as a link between Goa and Karnataka, has been disconnected,"" a district administration official said. A thick layer (approximately 3 metres) of mud is lying on the road along with huge boulders, the official added.","Anmod Ghat Road, Goa-Karnataka Border",25km,landslide,downpour,medium,unknown,0.0,,,,,glc,5017.0,India,IN,,8330.0,Valpoy,19.20969,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.2664,15.4123,2013
4063,Nagaland Post,http://nagalandpost.com/ChannelNews/State/StateNews.aspx?news=TkVXUzEwMDEwMDI0Mw%3D%3D,9251,07/28/2016 11:00:00 PM,,"Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India","Owing to heavy downpour in Kiphire, a retaining wall and water tank collapsed and destroyed the classrooms of Government Middle School (GMS) Kiphire station “B” on the night of July 28. According to the head teacher GMS Kiphire station “B” Lisecho Sangtam, class 6 and 7 classrooms have been completely damaged for which classes could not be held.  Sangtam has also informed that until the building was renovated classes would not resume. He also appealed the school education department to urgently look into the matter as students cannot attend schools if necessary action was not taken. Meanwhile, district administration and School education department Kiphire visited the school.","Government Middle School (GMS) Kiphire station “B”, Kiphire, Nagaland, India",1km,landslide,downpour,medium,retaining_wall,0.0,0.0,,http://www.nagalandpost.com/cms/newsimages/EJPFZHFCZPOBDIMBOOTY_resize.jpg,,glc,9251.0,India,IN,Nagaland,29499.0,Zunheboto,28.86795,08/01/2016 02:44:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.7844,25.8702,2016
4064,Web India 123,http://news.webindia123.com/news/Articles/India/20150819/2663754.html,7699,08/19/2015 12:00:00 AM,,Zunheboto district,"Sources said in Zunheboto district the rainfall had caused several landslides damaging scores of houses, roads, bridges, cultivation areas and paddy/terrace fields.",Zunheboto district,50km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,7699.0,India,IN,Nagaland,29499.0,Zunheboto,2.73624,05/10/2016 07:57:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.5224,26.0214,2015
4078,daijiworld,http://www.daijiworld.com/news/news_disp.asp?n_id=106627,3660,06/27/2011 12:00:00 AM,,"Karnataka coast, Mangalore","Mangalore, Jun 28: Heavy rains continued to batter Karnataka coast on Monday June 27. A number of low-lying areas were inundated, while landslides brought misery to a number of people. Collapsed houses, drowned minor bridges, fallen trees, and threat of floods have been the common features of the rain fury.  Dakshina Kannada, Udupi and Kodagu districts in particular, got heavy rains. A number of houses collapsed because of dampened walls, while some others were crushed under fallen trees. In the rural belts, movement of people and vehicles were affected because of standing water on the roads and submerging of minor bridges. Several schools in Udupi district declared holiday in the afternoon on Monday because of copious rains. Some schools in and around Moodbidri also were closed because of rains.  Loss of about three lac rupees was inflicted on a house in Arantodu near Sullia, after a hillock suffered landslide, and mud as well as debris came crashing down on the house. Two persons wer","Karnataka coast, Mangalore",5km,landslide,downpour,large,unknown,0.0,,,,,glc,3660.0,India,IN,Karnataka,417387.0,Mangalore,0.34667,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.85600000000001,12.9141,2011
4082,E-PAO,http://e-pao.net/GP.asp?src=26..120815.aug15,7664,08/11/2015 12:00:00 AM,,Nungba,"In a press statement, ZB-AMN General Secretary Dr Gairiangmei Maringmei said due to recent incessant rain, several areas of the Zeliangrong region have experienced landslides.",Nungba,10km,landslide,continuous_rain,medium,unknown,0.0,0.0,,,,glc,7664.0,India,IN,Manipur,0.0,Bishnupur,36.477059999999994,04/28/2016 08:48:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.4251,24.7459,2015
4104,hamaraphotos.com,http://hamaraphotos.com/news/national/massive-landslide-kills-at-least-five-people-in-siliguri.html,1088,08/16/2009 02:00:00 AM,,"Kerseong, Sub-division, Siliguri district, West Bengal","At least five people were killed in West Bengal’s Siliguri district in a massive landslide, which was triggered by incessant overnight rains, officials said on Sunday.","Kerseong, Sub-division, Siliguri district, West Bengal",5km,landslide,downpour,medium,unknown,5.0,,,,,glc,1088.0,India,IN,Bengal,46427.0,Kārsiyāng,0.21656999999999998,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.28044714,26.8867642,2009
4107,NDTV,http://www.ndtv.com/jammu-news/jammu-srinagar-highway-closed-due-to-landslide-1236267,8866,10/25/2015 12:00:00 AM,,Ramsoo area of Ramban district,"The Jammu-Srinagar National highway was closed on Sunday for vehicular traffic following massive landslides trigger by ongoing rainfall blocked the road at several places.  ""The Jammu-Srinagar National Highway has been closed for vehicular traffic following massive landslides that were triggered by ongoing heavy rainfall across the state"", a traffic police (NH) officer said.  The highway was closed after massive landslide triggered by heavy rainfall blocked the highway near Ramsoo area of Ramban district.  ""The landslide took place at Ramsoo this evening blocking the highway"", he said.  As a precautionary measure the movement of vehicular traffic was stopped near Udhampur this evening and no vehicle was allowed to move ahead from Udhampur after 3:30PM.  ""As a precautionary measure we stopped the traffic at Udhampur from 3:30 PM onwards"", he said.  The officer said that the ongoing rainfall was hampering the road opening operation.",Ramsoo area of Ramban district,5km,landslide,downpour,medium,above_road,0.0,0.0,,,,glc,8866.0,India,IN,Kashmir,7317.0,Rāmban,7.61845,07/11/2016 01:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,75.1982,33.3041,2015
4122,International Business Times,http://www.ibtimes.co.in/meghalaya-massive-landslide-east-jaintia-hills-flash-floods-shillong-hit-normal-life-643439,7589,08/19/2015 12:00:00 AM,,National Highway 44,"The landslide disrupted traffic on National Highway 44, which connects Assam, Mizoram and Tripura.",National Highway 44,25km,landslide,rain,medium,above_road,0.0,0.0,,,,glc,7589.0,India,IN,Meghalaya,55290.0,Karīmganj,43.02536,03/24/2016 12:48:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,92.3825,25.2568,2015
4123,Odisha Sun-Times,http://odishasuntimes.com/94020/landslide-ruins-tribal-farmers-livelihood-south-odisha-village/,6264,10/12/2014 12:00:00 AM,,Panikikata hill,"According to reports, a massive landslide occurred at the Panikikata hill near the village on the day the cyclonic storm Hudhud hit south Odisha on October 12, following which thousands of boulders rolled down the hill slope, damaging about 20 acres of crop fields in the village.",Panikikata hill,5km,landslide,tropical_cyclone,large,natural_slope,0.0,0.0,Hudhud,http://i2.wp.com/odishasuntimes.com/wp-content/uploads/2014/10/image178-e1413708528525.jpg?resize=295%2C221,,glc,6264.0,India,IN,Odisha,22264.0,Gunupur,42.64478,10/20/2014 02:24:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,84.1917,19.2046,2014
4124,The Northlines,http://thenorthlines.com/readMore.aspx?nid=53913,7027,06/25/2015 12:00:00 AM,,Srinigar-Ladakh highway,"Series of unspecified landslides that caused entire 434-km highway to close since the morning, reopen in the afternoon",Srinigar-Ladakh highway,250km,landslide,downpour,medium,unknown,0.0,0.0,,,,glc,7027.0,India,IN,Kashmir,13838.0,Kargil,8.50099,06/30/2015 07:02:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.0539,34.6056,2015
4132,The Times of India,http://timesofindia.indiatimes.com/city/guwahati/Landslide-cuts-off-Anjaw-district-food-prices-rise/articleshow/48715682.cms,7887,08/16/2015 12:00:00 AM,,Hawai,"The state's Anjaw district remains cut off from the rest of the state after a heavy landslide at Tiding Point, 88 km away from the district headquarters, blocked the road on August 16.",Hawai,50km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,7887.0,India,IN,Arunachal Pradesh,0.0,Hawai,12.263810000000001,06/28/2016 08:17:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.9262,27.8835,2015
4141,Hindustantimes,http://www.hindustantimes.com/himachalpradesh/landslide-threat-looms-large-in-kangra-after-heavy-rain/article1-1370985.aspx,7226,07/18/2015 12:00:00 AM,,Jheol village in Dharamsala subdivision,"Torrential showers over the past two days continued to inflict destruction on private and public property besides disrupting normal life in the region. Dev Raj, a local, said a small hillock above the village started caving in on Friday night and a huge mass of mud and rocks hurtled down the next day, snapping water and power supply in the area.",Jheol village in Dharamsala subdivision,5km,landslide,monsoon,medium,above_road,0.0,0.0,,,,glc,7226.0,India,IN,Himachal Pradesh,19540.0,Dharmsāla,2.19172,07/20/2015 03:07:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.3226,32.2239,2015
4146,Business Standard,http://www.business-standard.com/article/pti-stories/landslides-in-arunachal-district-no-loss-of-life-116050200846_1.html,9404,05/01/2016 12:00:00 AM,,"Hayuliang, Anjaw district,Arunachal Pradesh, India",Landslide triggered by heavy rains have cut off road communication to Hayuliang in remote Anjaw district of Arunachal Pradesh but there was no report of any loss of life.   Heavy rains have lashed Anjaw for the past 26 days and official sources said Hayuliang has remained cut off since yesterday.,"Hayuliang, Anjaw district,Arunachal Pradesh, India",1km,landslide,downpour,medium,above_road,0.0,0.0,,,,glc,9404.0,India,IN,Arunachal Pradesh,1834.0,Hayuliang,1.5198,08/03/2016 08:34:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.5316,28.0822,2016
4148,asianetindia,http://www.asianetindia.com/news/tribal-man-dies-landslide-idukki_98514.html,1289,11/08/2009 12:00:00 AM,,"Marayoor in Idukki district, Kerala","Idukki, Sunday, November 08, 2009: A tribal man has died following a landslide near Marayoor in Idukki today. The deceased has been identified as Ganeshan (45), native of Olikkudy. Idukki, Sunday, November 08, 2009: Heavy rains lashing Idukki district for the past few days led to landslides and houses were damaged in the havoc. Most of the houses in low areas were damaged in the flood.","Marayoor in Idukki district, Kerala",5km,landslide,downpour,medium,unknown,1.0,,,,,glc,1289.0,India,IN,Tamil Nadu,6494.0,Dhali,23.04808,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,77.1711,10.3018,2009
4159,Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=sep2414/at051,6287,09/22/2014 12:00:00 AM,,Dhirenpara,"On the other hand, several incidents of landslides were reported from Dhirenpara, Koinadhara, Gorhchuk, Noonmati and Pamohi.",Dhirenpara,5km,landslide,rain,small,unknown,0.0,0.0,,,,glc,6287.0,India,IN,Assam,899094.0,Guwahati,7.29559,10/21/2014 03:33:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,91.7056,26.1295,2014
4161,Times of India,http://timesofindia.indiatimes.com/city/chandigarh/Landslide-leaves-six-families-homeless-in-Kangra/articleshow/48302393.cms,7367,08/08/2014 12:00:00 AM,,Chohla,This village was hit by landslide on August 8 last year as well. Villagers said that the place was not safe and they had demanded the government to provide them land for rehabilitation.,Chohla,1km,landslide,unknown,medium,deforested_slope,0.0,0.0,,,,glc,7367.0,India,IN,Himachal Pradesh,19540.0,Dharmsāla,1.63449,11/04/2015 10:08:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.3369,32.2237,2014
